archiveType,colour,date,heading,lead,photoUrl,photoUrlCropType,role,type,url,year
audio,#AFA2EA,2023-01-26T00:00:00Z,UUDISED. Euroopa Liidus on koostamisel vanematõendi määrus,"Euroopa Liit seab sisse vanematõendi määruse, mis võimaldaks tunnustada lapse seaduslikku ema või isa ka väljaspool lähteriiki. Kõikides Euroopa Liidu liikmesriikides ei tunnustata praegu laste põlvnemist oma vanematest ühtemoodi.
MTÜ Lastekaitse Liidu lapse õiguste programmi koordinaator Helika Saar; Justiitsministeeriumi perekonnaõiguse nõunik Kristel Vaino; reporter Jane Saluorg",NA,file,content,audio,uudised-euroopa-liidus-on-koostamisel-vanematoendi-maarus,2023
audio,#FF9F7C,2023-01-26T00:00:00Z,UUDISED. Eesti kaalub Ukrainale kobarmoona andmist,"Eesti soovib muu relvaabi seas toetada Ukrainat ka 155 mm kassettmürskudega. Mitmed lääneriigid vaatavad kobarmoonale viltu ning on selle kasutamisest loobunud, väites, et see ohustab tsiviilelanikkonda. Eesti on seda moona pidanud tõhusaks vahendiks ülekaaluka vastase vastu.
Kaitseväe võimeloome jaoskonna ülem kolonelleitnant Kaarel Mäesalu; kaitseminister Hanno Pevkur; Tartu Ülikooli rahvusvahelise õiguse kaasprofessor Rene Värk; reporter Madis Hindre",NA,file,content,audio,uudised-eesti-kaalub-ukrainale-kobarmoona-andmist,2023
audio,#AD81A2,2023-01-25T00:00:00Z,"UUDISED. USA peaks peagi ametlikult teatama, et saadab Ukrainale Abramsi tanke","USA peaks peagi ametlikult teatama, et saadab Ukrainale Abramsi tanke. See on osa kokkuleppest Saksamaaga, kes nõustus ainult sellistel tingimustel andma Ukrainale oma Leopard tanke. Saksamaa viivitamine on pahandanud USA kongressi liikmeid, kellest osad kahtlevad liitlase usaldusväärsuses.
Reporter Maria-Ann Rohemäe; Associated Pressi toimetaja Matthew Lee; USA Kaitseministeeriumi pressiesindaja Pat Ryder;
senaator, demokraat Richard Blumenthal; senaator, vabariiklane John Cornyn",NA,file,content,audio,uudised-usa-peaks-peagi-ametlikult-teatama-et-saadab-ukrainale-abramsi-tanke,2023
audio,#1BABA1,2023-01-25T00:00:00Z,UUDISED. Töörühm pakkus tuumajaama võimaliku asukohana välja 16 kohta,"Töörühm pakkus tuumajaama võimaliku asukohana välja 16 kohta. Kuna piiriveekogud ja väiksemad veekogud jahutusvee jaoks ei sobi, jäävad väljapakutud asukohad rannikule. Terviklik tuumaenergia töörühma aruanne jõuab valitsuse kätte selle aasta lõpus.
Rahandusministeeriumi ruumilise planeerimise osakonna nõunik Alan Rood; tuumaenergia töörühma koordinaator, Keskkonnaministeeriumi nõunik Reelika Runnel; reporter Reene Leas",NA,file,content,audio,uudised-tooruhm-pakkus-tuumajaama-voimaliku-asukohana-valja-16-kohta,2023
audio,#FC7E8A,2023-01-25T00:00:00Z,"UUDISED. Tarbekunsti- ja Disainimuuseumi galeriis on näha näitus ""Tuba""","Tarbekunsti- ja Disainimuuseumi galeriis on näha näitus ""Tuba"" Keraamik Raili Keiv otsis Tarbekunsti-ja Disainimuusumi arhiivist välja eelmise sajandi lõpu keraamika, valas osa neist portselani ja sättis kokku disainiklassika näituse.
Raili Keiv; reporter Margitta Otsmaa",NA,file,content,audio,uudised-tarbekunsti-ja-disainimuuseumi-galeriis-on-naha-naitus-tuba,2023
audio,#FF9F7C,2023-01-25T00:00:00Z,UUDISED. Sotsiaalministeerium ei ole täitnud tervishoiutöötajatele antud lubadust,"Eesti Õdede Liit küsib pöördumises Sotsiaalministeeriumile, miks ministeerium ei ole täitnud praeguseni aasta tagasi antud lubadusi tervishoiuvaldkonna konsensusleppega. Ministeerium toob viivituse põhjuseks tööjõupuuduse tervishoidu korraldavatel ametikohtadel.
Eesti Õdede Liidu asepresident Gerli Liivet; Sotsiaalministeeriumi tervisesüsteemi arendamise osakonna juhataja Kersti Esnar;
reporter Jane Saluorg",NA,file,content,audio,uudised-sotsiaalministeerium-ei-ole-taitnud-tervishoiutootajatele-antud-lubadust,2023
audio,#1BABA1,2023-01-25T00:00:00Z,UUDISED. Saksamaa ja USA plaanivad Ukrainale tanke saata,"Saksamaa liidukantsler Olaf Scholz peab täna Bundestagi ees kõne, milles teatab ilmselt tankide saatmisest Ukrainale. Jätkab Joosep Värk Brüsselist.",NA,file,content,audio,uudised-saksamaa-ja-usa-plaanivad-ukrainale-tanke-saata,2023
audio,#1BABA1,2023-01-25T00:00:00Z,UUDISED. Saaremaa vabatahtlik merepääste tähistab tänavu 10. tegutsemisaastat,"Saaremaa vabatahtlik merepääste tähistab tänavu 10. tegutsemisaastat. Üksusesse kuulub kokku 112 liiget. Alles hiljuti moodustati ka Sõrves Kaunispe sadamasse piirkondlik allüksus ja kokku on vabatahtlike merepäästjate allüksusi nüüd Saare maakonnas kokku kuus. Mereohutuse teadlikkus on aastatega paranenud ja vähenenud ka mereõnnetuste hulk.
Saaremaa vabatahtlike merepäästjate juht Maidu Lempu; reporter Margus Muld",NA,file,content,audio,uudised-saaremaa-vabatahtlik-merepaaste-tahistab-tanavu-10-tegutsemisaastat,2023
audio,#1BABA1,2023-01-25T00:00:00Z,UUDISED. Narva linnavalitsus annab Vene kodanike ühingule konsulaarteenuste osutamiseks ruumid,"Narva linnavalitsus annab Vene kodanike ühingule konsulaarteenuste osutamiseks tasuta ruumid. Nõnda aidatakse inimesi, kes vanuse või halva tervise tõttu ei jaksa Tallinnas dokumente vormistamas käia.
Narva Vene kodanike ühingu esimees Elizaveta Pokk; Kohtla-Järve elanik Nadežda; linnapea Katri Raik; reporter Jüri Nikolajev",NA,file,content,audio,uudised-narva-linnavalitsus-annab-vene-kodanike-uhingule-konsulaarteenuste-osutamiseks-ruumid,2023
audio,#FC7E8A,2023-01-25T00:00:00Z,UUDISED. Iraaki suunduvatel Eesti jalaväelastel tuleb arvestada pead tõstvate šiiitlike rühmitustega,"Iraaki suunduvatel Eesti jalaväelastel tuleb tõneäoliselt arvestada pead tõstvate šiiitlike rühmitustega. Kui Riigikogu mandaadi annab, võivad meie jalaväelased Iraaki lennata juba maikuus. Kunagi ISISe vastu alanud operatsiooni fookus on tänaseks nihkunud. Nüüd tegelevad liitlast Iraagis peamiselt sealse armee väljaõppega.
Kaitseväe peastaabi ülema asetäitja kolonel Mart Vendla; reporter Madis Hindre",NA,file,content,audio,uudised-iraaki-suunduvatel-eesti-jalavaelastel-tuleb-arvestada-pead-tostvate-siiitlike-ruhmitustega,2023
audio,#FF9F7C,2023-01-25T00:00:00Z,UUDISED. Haapsalu linn jätab ära vabariigi aastapäeva vastuvõtu ja kontsertaktuse,"Haapsalu linn jätab ära vabariigi aastapäeva vastuvõtu ja kontsertaktuse. Selle asemel tähistatakse Eesti sünnipäeva valguslavastusega, mida saavad Haapsalu piiskopilinnuses vaadata kõik huvilised.
Haapsalu aselinnapea Tõnu Parbus; reporter Juhan Hepner",NA,file,content,audio,uudised-haapsalu-linn-jatab-ara-vabariigi-aastapaeva-vastuvotu-ja-kontsertaktuse,2023
audio,#FC7E8A,2023-01-25T00:00:00Z,UUDISED. Enamik erakondade noortekogude juhte toetavad ajateenistuse pikendamise ettepanekut,"Kaitseväe juhataja kindralleitnant Martin Herem on öelnud, et ajateenistust oleks vaja pikendada. See on vajalik uute relvade lahinguvalmiduseks. Sellisel juhul pikeneks teenistusaeg 12, teatud spetsialistidele ka 18 kuule. Erakondade noortekogude esimehed on seisukohal, et arutelu ajateenistuse pikendamiseks on põhjendatud. Enamik neist arvavad, et Kaitseväe teenistusaega tuleks pikendada.
Reforminoorte esimees Doris Lisett Rudnev; Noor Eesti 200 juht Renata Lukk; EKRE Sinise Äratuse esimees Eino Rantanen; reporter Maria Kruusement",NA,file,content,audio,uudised-enamik-erakondade-noortekogude-juhte-toetavad-ajateenistuse-pikendamise-ettepanekut,2023
audio,#669DED,2023-01-25T00:00:00Z,UUDISED. EMO koormuse vähendamiseks valveperearste tööle panna ei ole praegu võimalik,"Üks võimalus erakorralise meditsiini osakondadelt koormuse võtmiseks on Tallinna tekitada valveperearstide teenus, mis toimib töövälisel ajal. Perearstid ise sellist lahendust võimalikuks ei pea.
EMO arst Kristel Liis Põdder; Perearstide Seltsi juhatuse esinaine Le Vallikivi; Haigekassa partnersuhtluse osakonna juhataja Marko Tähnas; reporter Kadri Põlendik",NA,file,content,audio,uudised-emo-koormuse-vahendamiseks-valveperearste-toole-panna-ei-ole-praegu-voimalik,2023
audio,#669DED,2023-01-24T00:00:00Z,UUDISED. Vabariigi valimiskomisjon registreeris kandidaadid Riigikogu valimisteks,"Vabariigi valimiskomisjon registreeris kandidaadid Riigikogu valimisteks ning reastas liisuheitmise teel erakondade valimisnimekirjade järjekorra.
Vabariigi valimiskomisjoni esimees Oliver Kask; reporter Uku Toom",NA,file,content,audio,uudised-vabariigi-valimiskomisjon-registreeris-kandidaadid-riigikogu-valimisteks,2023
audio,#FF9F7C,2023-01-24T00:00:00Z,UUDISED. Türgi võib jätta Rootsi ja Soome NATO-ga liitumise kinnitamise valimistejärgsesse aega,"Laupäeval Stockholmis toimunud meeleavaldus ärritas Türgit ning seega ei ole oodata, et Türgi kinnitaks lähiajal Rootsi ja Soome liitumise NATO-ga. Lisaks toimuvad Türgis 14. mail valimised.
Eesti suursaadik Soomes Sven Sakkov; Rahvusvahelise Kaitseuuringute Keskuse asedirektor Kristi Raik; reporter Joakim Klementi",NA,file,content,audio,uudised-turgi-voib-jatta-rootsi-ja-soome-nato-ga-liitumise-kinnitamise-valimistejargsesse-aega,2023
audio,#1BABA1,2023-01-24T00:00:00Z,UUDISED. Toimetulekutoetuse saajate hulk kasvab,"Omavalitsused saavad üha rohkem taotlusi toimetulekutoetuse maksmiseks.
Paide linnavalitsuse sotsiaalosakonna juhataja Getter Nurk; Kehtna valla sotsiaaltööspetsialist Kristina Solman; reporter Olev Kenk",NA,file,content,audio,uudised-toimetulekutoetuse-saajate-hulk-kasvab,2023
audio,#AD81A2,2023-01-24T00:00:00Z,UUDISED. Swedbank prognoosib hinnakasvu aeglustumist üheksa protsendi juurde,"Swedbanki hinnangul kahanes Eesti sisemajanduse kogutoodang mullu 0,4 protsenti ning majanduslangus jätkub ka käesoleva aasta esimesel poolel, kuna sise- ja välisnõudlus nõrgeneb. Prognoosi järgi aeglustub hinnakasv aasta kokkuvõttes umbes üheksa protsendi juurde.
Swedbanki peaökonomist Tõnu Mertsina; Swedbanki vanemökonomist Liis Elmik; reporter Uku Toom",NA,file,content,audio,uudised-swedbank-prognoosib-hinnakasvu-aeglustumist-uheksa-protsendi-juurde,2023
audio,#1BABA1,2023-01-24T00:00:00Z,UUDISED. Pärnumaale tuleb viis Rail Balticu kohalikku peatust,"Rajatava Rail Balticu regionaalrongid teevad Eesti piires kolmteist peatust. Hiljuti allkirjastati leping kohalike peatuste projekteerimiseks.
Rail Baltic Estonia vanemprojektijuht Rauno Lee; reporter Ester Vilgats",NA,file,content,audio,uudised-parnumaale-tuleb-viis-rail-balticu-kohalikku-peatust,2023
audio,#669DED,2023-01-24T00:00:00Z,UUDISED. Piloodiks ihkajaid jagub lennunduse ebastabiilsetest aegadest hoolimata,"Vaatamata koroonakriisile ning sellega kaasnenud ebastabiilsetele aegadele lennundussektoris on huvi omandada Eestis piloodi elukutset jätkuvalt suur ja ajas isegi kasvav.
Lennuakadeemia arendusprorektor Maiken Kull; reporter Jane Saluorg",NA,file,content,audio,uudised-piloodiks-ihkajaid-jagub-lennunduse-ebastabiilsetest-aegadest-hoolimata,2023
audio,#AD81A2,2023-01-24T00:00:00Z,UUDISED. Omavalitsused ei saa ka edaspidi korrakaitseülesandeid turvafirmadega jagada,Aastaid Siseministeeriumis küpsenud mõte kaasata turvafirmad omavalitsuste korrakaitsesse jäeti seaduseelnõust enne teist lugemist välja. Justiitsministeeriumi hinnangul olnuks taoline seadusemuudatus vastuolus põhiseadusega. Siseministeeriumi korrakaitse- ja kriminaalpoliitika osakonna juhataja Henry Timberg; justiitsminister Lea Danilson-Järg; Riigikogu õiguskomisjoni liige Urve Tiidus; reporter Madis Hindre,NA,file,content,audio,uudised-omavalitsused-ei-saa-ka-edaspidi-korrakaitseulesandeid-turvafirmadega-jagada,2023
audio,#FF9F7C,2023-01-24T00:00:00Z,UUDISED. Narvas kavandatakse kahe üürimaja ehitamist,"Tänavu on riigieelarvest üürimajade ehituseks ja renoveerimiseks ette nähtud viis miljonit eurot. Maksimaalne toetusmäär on 50 protsenti projekti maksumusest, kuid mitte rohkem kui miljon eurot omavalitsuse kohta. Narvas kavandatakse kahe üürimaja ehitamist.
Domus Kinnisvara Narva kontori juht Viktoria Roosi; Pindi Kinnisvara Narva maakler Rene Zorin; reporter Jüri Nikolajev",NA,file,content,audio,uudised-narvas-kavandatakse-kahe-uurimaja-ehitamist,2023
audio,#AD81A2,2023-01-24T00:00:00Z,UUDISED. Hambaravihüvitise saajate arv eelmisel aastal kasvas,"Haigekassa andmetel kasvas mullu hambaravihüvitise kasutamine. Enim oli hüvitise saajaid 30-40 aastaste inimeste seas.
Haigekassa pressiesindaja Sander Rajamäe; Eesti Hambaarstide Liidu tegevjuht Helen Lang; reporter Maria Kruusement",NA,file,content,audio,uudised-hambaravihuvitise-saajate-arv-eelmisel-aastal-kasvas,2023
audio,#669DED,2023-01-23T00:00:00Z,UUDISED. Vahearuanne: augud Estonia vrakki tekkisid tõenäoliselt merepõhjast,"Eesti, Soome ja Rootsi ohutusjuurdlusasutused tutvustasid täna, mida on tehtud Estonia laevahuku uurimisel. Vahearuandest ilmneb, et laeval avastatud augud on tekkinud tõenäoliselt kokkupõrkel merepõhjaga.
Eesti Ohutusjuurdluse Keskuse juhataja Rene Arikas; reporter Madis Hindre",NA,file,content,audio,uudised-vahearuanne-augud-estonia-vrakki-tekkisid-toenaoliselt-merepohjast,2023
audio,#1BABA1,2023-01-23T00:00:00Z,UUDISED. Ungari loobus Euroopa vetost rahurahastule,"Tänasel Euroopa Liidu välisministrite kohtumisel kiideti heaks Euroopa rahurahastu järgmine 500 miljoni euro suurune väljamakse. Samuti arutati Saksamaa Leopard 2 tankide Ukrainale andmist.
Välisminister Urmas Reinsalu; reporter Joosep Värk",NA,file,content,audio,uudised-ungari-loobus-euroopa-vetost-rahurahastule,2023
audio,#FF9F7C,2023-01-23T00:00:00Z,UUDISED. Riik tahab arvutada suurürituste mõju turistide saabumisele,"Riik tellib mudeli, millega hinnata, kui palju tulu suurürituste korraldamine riigile toob ja palju kasvatavad need turistide huvi Eesti vastu. See võiks muuta tõenduspõhisemaks ka suurürituste toetamise.
Kultuuriministeeriumi spordiosakonna juhataja Margus Klaan; Majandusministeeriumi turismivaldkonna juht Külli Kraner; reporter Madis Hindre",NA,file,content,audio,uudised-riik-tahab-arvutada-suururituste-moju-turistide-saabumisele,2023
audio,#1BABA1,2023-01-23T00:00:00Z,UUDISED. Pärnus kuulutati välja hange Rail Balticu reisiterminali juurdepääsutee ehituseks,"Selleks, et mõne aasta pärast saaks hakata Rail Balticu Pärnu terminali rajama, ehitatakse kõigepealt välja tänavalõik, mis võimaldab Papiniidu silla alt tulevasele ehitusalale sõita. Ehitushange on välja kuulutatud.
Rail Baltic Estonia vanemprojektijuht Rauno Lee; reporter Ester Vilgats",NA,file,content,audio,uudised-parnus-kuulutati-valja-hange-rail-balticu-reisiterminali-juurdepaasutee-ehituseks,2023
audio,#1BABA1,2023-01-23T00:00:00Z,UUDISED. Margus Laidre: Moskvast lahkumine on löök,"Peagi Eestisse naasev suursaadik Moskvas Margus Laidre peab Venemaalt lahkumist löögiks eelkõige info kogumise mõttes. Praktilises ja konsulaarabi plaanis diplomaatilise taseme vähendamine Laidre sõnul olulist mõju ei oma.
Suursaadik Margus Laidre; välisminister Urmas Reinsalu; eurosaadik Yana Toom; reporter Madis Hindre",NA,file,content,audio,uudised-margus-laidre-moskvast-lahkumine-on-look,2023
audio,#FF9F7C,2023-01-23T00:00:00Z,UUDISED. Haridusministeerium tahab riigikaitsetunnid kohustuslikuks muuta uuest õppeaastast,"Kui haridusministri ettepanek saab valitsuse istungil viimase templi, siis muutuvad riigikaitseõpetuse tunnid kohustuslikuks juba järgmise kooliaasta algusest sel sügisel. Praegu läbivad õppeaine rohkem kui pooled gümnaasiumiõpilased, vaid kümmekonnas koolis ei saa ainet võtta.
Haridusminister Tõnis Lukas; Reemo Voltri, Haridustöötajate Liit; Aare Jamnes, Kaitseressursside Amet; reporter Joakim Klementi",NA,file,content,audio,uudised-haridusministeerium-tahab-riigikaitsetunnid-kohustuslikuks-muuta-uuest-oppeaastast,2023
audio,#FC7E8A,2023-01-23T00:00:00Z,UUDISED. Euroopa Liit püüab Kosovot ja Serbiat lepitada,"Venemaa sõda Ukrainas on suurendanud lääne soovi jõuda Kosovo ja Serbia suhetes pikaajalise leppe ja suhete normaliseerimiseni. Euroopa Liidu läbirääkija soovib, et alanud aasta tooks kõnelustel läbimurde. Põhiline vaidlus käib praegu Kosovo serblastele suurema autonoomia andva ühenduse võimaliku loomise üle.
Reporter Epp Ehand; Euroopa Liidu eriesindaja Belgradi-Priština dialoogis Miroslav Lajčak; Serbia abivälisminister Miloš Todorovic; Kosovo välisminister Donika Gërvalla-Schwarz",NA,file,content,audio,uudised-euroopa-liit-puuab-kosovot-ja-serbiat-lepitada,2023
audio,#669DED,2023-01-23T00:00:00Z,UUDISED. Eesti loodab Ukraina relvaabi kulu Euroopa Liidust tagasi saada,"Ukrainale antud relvaabi eest loodab eesti Euroopa Liidu rahurahastust 400 miljonit eurot tagasi saada. Seda raha saab kulutada vaid ära antud asjade asendamiseks.
Riigikaitse Investeeringute Keskuse üldosakonna juhataja Katri Raudsepp; Euroopa Komisjoni Eesti esinduse juht Vivian Loonela; reporter Joakim Klementi",NA,file,content,audio,uudised-eesti-loodab-ukraina-relvaabi-kulu-euroopa-liidust-tagasi-saada,2023
audio,#FF9F7C,2023-01-23T00:00:00Z,UUDISED. Eesti ja Venemaa saadavad vastastikku suursaadikud välja,"Venemaa Välisministeerium teatas, et Eesti suursaadik Margus Laidre peab hiljemalt 7. veeburariks Venemaalt lahkuma. Välisministeeriumi teates seisab, et viimastel aastatel on Eesti riigi juhtkond meelega hävitanud suhteid Venemaaga. Viimane samm suhete murendamises on teate järgi Eesti hiljutine ebasõbralik otsus drastiliselt vähendada Vene saatkonna suurust Tallinnas. Vastusena otsustas Venemaa vähendada diplomaatilisi suhteid ajutise asjuri tasemele mõlemas riigis.
Eesti välisminister Urmas Reinsalu; reporter Indrek Kiisler",NA,file,content,audio,uudised-eesti-ja-venemaa-saadavad-vastastikku-suursaadikud-valja,2023
audio,#AFA2EA,2023-01-23T00:00:00Z,UUDISED. Eesti film suitsusaunadest esilinastus Sundance'il,"Maailma filmifestivalide tipp viie hulka kuuluval Sundance'il esilinastus eile Anna Hintsi dokumentaalfilm ""Savvusanna sõsarad"". See on esimene Eesti film, mis sellele USA festivalile jõudnud.
Režissöör Anna Hints; produtsent Marianne Ostrat; reporter Anett Peel",NA,file,content,audio,uudised-eesti-film-suitsusaunadest-esilinastus-sundance-il,2023
audio,#FF9F7C,2023-01-23T00:00:00Z,UUDISED. Eesti Energia rajab Estonia kaevandusse päikesepargi,"Eesti Energia otsib võimalusi, kuidas põlevkivikaevanduse alasid senisest efektiivsemalt kasutusele võtta. Ühe võimalusena hakatakse põlevkivist eraldatud aherainest ehitatud tarinditele rajama päikeseparke.
Enefit Greeni taastuvenergia projektijuht Elisa Johanna Lill; Enefit Poweri juhatuse esimees Andres Vainola; reporter Rene Kundla",NA,file,content,audio,uudised-eesti-energia-rajab-estonia-kaevandusse-paikesepargi,2023
audio,#669DED,2023-01-23T00:00:00Z,UUDISED. Brüsselis kogunevad Euroopa Liidu välisministrid,"Euroopa Liidu välisministrid kohtuvad täna Brüsselis, et rääkida Ukraina toetamisest. Balti välisministrid püüavad veenda Saksamaad, et Berliin tankide saatmiseks loa annaks. Reporter Joosep Värk",NA,file,content,audio,uudised-brusselis-kogunevad-euroopa-liidu-valisministrid,2023
audio,#AD81A2,2023-01-22T00:00:00Z,UUDISED. Tallinna ringraudtee eriplaneeringu osas on Elron ja Tallinn eriarvamusel,"Tallinna ringraudtee eriplaneeringus on kaks alternatiivi: põhja- ja lõunapoolne trass. Tallinna linna ja Elroni arvamused lähevad trasside eelistuses lahku.
Tallinna strateegiadirektor Raido Roop; Elroni juhatuse esimees Lauri Betlem; reporter Maria Kruusement",NA,file,content,audio,uudised-tallinna-ringraudtee-eriplaneeringu-osas-on-elron-ja-tallinn-eriarvamusel-405790,2023
